# L1 Build Simulation (Up to date)
# 530 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,3.911e-4,0.078,7.824,0.078,7.824,0,0,0,0,0,0,-45,178,9.806,88.019,0,0,0,1210.325,201.329,0.053,0.001,NaN,32.674,NaN,0.007,9.926e4,21.338,9.408e-7,0.535,5.452e-5,0.291,0.124,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.066e-6,8.38,55.154,90,0,2.261,14.87,1010.904,340.31,0.01,0.166
0.02,0.003,0.509,43.096,0.509,43.096,0,0,0,0,0,0,-45,178,9.806,77.261,0,0,0,1210.053,201.058,0.053,0.001,NaN,32.669,NaN,0.007,1.013e5,64.014,2.304e-4,0.534,0.013,0.29,0.124,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.25e-5,8.38,55.154,90,0,2.252,14.87,1010.904,340.31,0.01,0.184
0.03,0.012,1.251,74.217,1.251,74.217,0,0,0,0,0,0,-45,178,9.806,60.849,0,0,0,1209.504,200.509,0.053,0.001,NaN,32.658,NaN,0.008,1.127e5,101.629,0.003,0.526,0.122,0.282,0.124,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.29e-4,8.38,55.154,90,0,2.243,14.87,1010.903,340.31,0.01,0.191
# Event LIFTOFF occurred at t=0.04 seconds
0.04,0.029,2.132,88.165,2.132,88.165,0,0,0,0,0,0,-45,178,9.806,46.332,0,0,0,1208.77,199.774,0.052,0.001,NaN,32.645,NaN,0.009,1.355e5,118.435,0.01,0.514,0.315,0.269,0.124,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.199e-4,8.38,55.154,90,0,2.234,14.87,1010.901,340.31,0.01,0.196
0.05,0.055,3.135,100.263,3.135,100.263,0,0,0,0,0,0,-45,178,9.806,35.366,0,0,0,1208.035,199.04,0.052,0.001,NaN,32.631,NaN,0.011,1.687e5,132.991,0.024,0.5,0.478,0.255,0.124,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.233e-4,8.38,55.154,90,0,2.225,14.87,1010.898,340.31,0.01,0.201
0.06,0.092,4.258,112.369,4.258,112.369,0,0,0,0,0,0,-45,178,9.806,27.432,0,0,0,1207.3,198.305,0.052,0.001,NaN,32.617,NaN,0.014,2.105e5,147.547,0.044,0.487,0.57,0.242,0.125,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.391e-4,8.38,55.154,90,0,2.21,14.869,1010.894,340.31,0.01,0.211
0.07,0.141,5.503,124.485,5.503,124.485,0,0,0,0,0,0,-45,178,9.806,21.751,0,0,0,1206.566,197.57,0.052,0.001,NaN,32.603,NaN,0.017,2.599e5,162.103,0.072,0.476,0.604,0.231,0.125,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.675e-4,8.38,55.154,90,0,2.196,14.869,1010.888,340.31,0.01,0.216
0.08,0.203,6.849,134.633,6.849,134.633,0,0,0,0,0,0,-45,178,9.806,17.663,0,0,0,1205.706,196.71,0.052,0.001,NaN,32.587,NaN,0.021,3.154e5,174.256,0.106,0.466,0.606,0.221,0.125,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.063e-4,8.38,55.154,90,0,2.181,14.869,1010.881,340.309,0.01,0.227
0.09,0.278,8.214,136.606,8.214,136.606,0,0,0,0,0,0,-45,178,9.806,14.772,0,0,0,1204.762,195.767,0.052,0.001,NaN,32.569,NaN,0.025,3.727e5,176.535,0.143,0.459,0.59,0.213,0.126,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.471e-4,8.38,55.154,90,0,2.166,14.868,1010.872,340.309,0.01,0.234
0.1,0.367,9.591,137.693,9.591,137.693,0,0,0,0,0,0,-45,178,9.806,12.643,0,0,0,1203.819,194.823,0.052,0.001,NaN,32.551,NaN,0.029,4.313e5,177.746,0.184,0.452,0.566,0.206,0.126,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.891e-4,8.38,55.154,90,0,2.151,14.868,1010.861,340.309,0.01,0.237
0.11,0.47,10.978,138.777,10.978,138.777,0,0,0,0,0,0,-45,178,9.806,11.127,0,0,0,1202.875,193.88,0.052,0.001,NaN,32.534,NaN,0.033,4.909e5,178.957,0.23,0.447,0.544,0.2,0.126,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,8.38,55.154,90,0,2.159,14.867,1010.849,340.308,0.01,0.245
0.119,0.576,12.252,139.808,12.252,139.808,0,0,0,0,0,0,-45,178,9.806,10.027,0,0,0,1202.016,193.02,0.052,0.001,NaN,32.517,NaN,0.037,5.459e5,180.114,0.276,0.444,0.529,0.198,0.126,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,8.38,55.154,90,0,2.166,14.866,1010.837,340.308,0.009,0.252
0.127,0.681,13.4,140.693,13.4,140.693,0,0,0,0,0,0,-45,178,9.806,9.21,0,0,0,1201.243,192.248,0.052,0.001,NaN,32.503,NaN,0.04,5.956e5,181.109,0.323,0.445,0.52,0.198,0.127,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,8.38,55.154,90,0,2.173,14.866,1010.825,340.307,0.008,0.258
0.135,0.784,14.45,140.763,14.45,140.763,0,0,0,0,0,0,-45,178,9.806,8.573,0,0,0,1200.531,191.535,0.052,0.001,NaN,32.489,NaN,0.043,6.411e5,181.132,0.369,0.445,0.512,0.198,0.127,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,8.38,55.154,90,0,2.178,14.865,1010.812,340.307,0.007,0.262
0.142,0.888,15.423,140.562,15.423,140.562,0,0,0,0,0,0,-45,178,9.806,8.06,0,0,0,1199.87,190.875,0.052,0.001,NaN,32.477,NaN,0.046,6.834e5,180.836,0.414,0.445,0.506,0.198,0.127,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,8.38,55.154,90,0,2.184,14.864,1010.8,340.307,0.007,0.265
0.148,0.991,16.333,140.372,16.333,140.372,0,0,0,0,0,0,-45,178,9.806,7.634,0,0,0,1199.252,190.256,0.052,0.001,NaN,32.465,NaN,0.048,7.23e5,180.561,0.459,0.445,0.502,0.198,0.127,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,8.38,55.154,90,0,2.189,14.864,1010.788,340.306,0.006,0.271
# Event LAUNCHROD occurred at t=0.154 seconds
0.154,1.093,17.191,140.192,17.191,140.192,0,0,0,0,0,0,-45,178,9.806,7.247,0,0,0,1198.667,189.672,0.052,0.001,NaN,32.454,NaN,0.051,7.603e5,180.301,0.504,0.445,0.497,0.198,0.127,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,8.38,55.154,90,0,2.186,14.863,1010.776,340.306,0.006,0.276
0.163,1.257,18.476,139.981,18.476,139.986,-4.758e-5,0,4.758e-5,180,0.01,1.151,-45,178,9.806,6.68,0,1.634,-3.631e-4,1197.791,188.795,0.052,0.001,44.296,32.437,1.415,0.055,8.161e5,179.986,0.573,0.445,0.491,0.198,0.127,0.12,1.2,1.698,4.659e-4,0,0,0,0,1.054e-4,0.002,8.38,55.154,89.993,0.01,2.177,14.862,1010.757,340.305,0.009,0.281
0.177,1.525,20.4,139.661,20.4,139.666,-3.004e-4,0,3.004e-4,180,0.026,1.124,-45,178,9.806,5.931,0,4.262,3.279e-4,1196.476,187.481,0.052,0.001,44.411,32.412,1.432,0.06,8.998e5,179.519,0.685,0.446,0.483,0.198,0.128,0.12,1.052,1.506,-1.811e-4,0,0,0,0,5.899e-4,0.002,8.38,55.154,89.952,0.006,2.163,14.86,1010.725,340.304,0.014,0.285
0.197,1.966,23.228,139.959,23.228,139.962,-0.001,7.591e-9,0.001,180,0.047,0.875,-45,178,9.806,4.979,-1.918e-6,8.443,-9.238e-4,1194.547,185.551,0.052,0.001,44.564,32.375,1.455,0.069,1.023e6,179.766,0.869,0.446,0.474,0.198,0.128,0.121,0.869,1.262,-3.854e-4,0,0,0,0,0.002,0.002,8.38,55.154,89.824,8.267e-4,2.142,14.857,1010.674,340.302,0.02,0.288
0.216,2.423,25.846,140.72,25.846,140.72,-0.002,1.556e-8,0.002,180,0.06,0.457,-45,178,9.806,4.359,2.754e-6,12.607,1.327e-4,1192.771,183.775,0.052,0.001,44.666,32.341,1.471,0.076,1.138e6,180.598,1.062,0.447,0.469,0.198,0.128,0.121,0.753,1.104,3.465e-4,0,0,0,0,0.003,0.003,8.38,55.154,89.629,1.582e-4,2.198,14.854,1010.62,340.301,0.019,0.29
0.233,2.887,28.276,141.47,28.276,141.47,-0.003,2.769e-8,0.003,179.999,0.063,0.154,-45,178,9.806,3.823,2.391e-6,16.721,-1.695e-4,1191.118,182.123,0.052,0.001,44.758,32.309,1.486,0.083,1.244e6,181.438,1.259,0.447,0.464,0.198,0.129,0.121,0.654,0.967,-4.786e-4,0,0,0,0,0.005,0.003,8.38,55.154,89.377,9.665e-4,2.261,14.851,1010.566,340.299,0.017,0.292
0.25,3.369,30.611,142.666,30.611,142.669,-0.004,4.867e-8,0.004,179.999,0.054,0.974,-45,178,9.806,3.307,1.045e-5,20.758,0.001,1189.526,180.531,0.051,0.001,44.848,32.278,1.5,0.09,1.346e6,182.828,1.463,0.447,0.461,0.198,0.129,0.121,0.561,0.834,4.927e-4,0,0,0,0,0.006,0.003,8.38,55.154,89.071,8.449e-4,2.321,14.848,1010.509,340.297,0.016,0.295
0.266,3.883,32.938,143.923,32.938,143.938,-0.005,8.58e-8,0.005,179.999,0.029,2.08,-45,178,9.806,2.693,-1.178e-5,24.658,-0.003,1187.954,178.958,0.051,0.001,44.957,32.248,1.517,0.097,1.448e6,184.312,1.679,0.448,0.457,0.198,0.129,0.121,0.452,0.677,-4.103e-4,0,0,0,0,0.008,0.003,8.38,55.154,88.703,0.001,2.326,14.845,1010.449,340.295,0.016,0.298
0.283,4.471,35.435,145.183,35.435,145.226,-0.005,1.512e-7,0.005,179.998,0.019,3.53,-45,178,9.806,2.04,1.296e-5,28.43,0.002,1186.267,177.272,0.051,0.001,45.076,32.215,1.535,0.104,1.558e6,185.828,1.928,0.448,0.454,0.197,0.129,0.121,0.338,0.51,1.575e-5,0,0,0,0,0.009,0.004,8.38,55.154,88.246,0.001,2.33,14.841,1010.38,340.293,0.017,0.299
0.303,5.197,38.321,146.477,38.321,146.581,-0.004,2.68e-7,0.004,179.996,0.108,5.526,-45,178,9.806,1.283,-1.905e-5,31.944,-7.116e-4,1184.305,175.309,0.051,0.001,45.219,32.177,1.556,0.113,1.684e6,187.441,2.241,0.449,0.451,0.197,0.13,0.122,0.21,0.317,2.373e-4,0,0,0,0,0.009,0.004,8.38,55.154,87.65,5.805e-4,2.324,14.836,1010.295,340.29,0.02,0.301
0.33,6.29,42.33,147.981,42.331,148.243,0.002,4.736e-7,0.002,0.016,0.303,8.814,-45,178,9.806,0.163,-1.217e-5,34.31,0.009,1181.605,172.609,0.051,0.001,45.439,32.124,1.589,0.125,1.86e6,189.457,2.724,0.449,0.449,0.197,0.13,0.122,0.026,0.032,-1.627e-4,0,0,0,0,0.009,0.004,8.38,55.154,86.745,2.15e-4,2.219,14.829,1010.167,340.285,0.027,0.304
0.37,8.132,48.353,147.973,48.359,148.603,0.023,6.985e-7,0.023,0.002,0.767,13.668,-45,178,9.806,1.01,-5.137e-7,-30.13,-0.003,1177.52,168.524,0.051,0.001,45.278,32.043,1.579,0.142,2.124e6,190.053,3.574,0.451,0.452,0.197,0.131,0.123,0.164,0.264,5.484e-5,0,0,0,0,-0.005,0.005,8.38,55.154,85.408,-0.002,2.225,14.817,1009.951,340.278,0.041,0.307
0.39,9.098,51.208,147.017,51.219,147.861,0.04,5.061e-7,0.04,7.187e-4,1.054,15.777,-45,178,9.806,1.375,-2.41e-5,-25.249,0.003,1175.582,166.586,0.051,0.001,45.211,32.005,1.576,0.151,2.25e6,189.304,4.025,0.451,0.454,0.197,0.131,0.123,0.225,0.358,4.842e-4,0,0,0,0,-0.003,0.005,8.38,55.154,84.868,-0.003,2.306,14.811,1009.837,340.274,0.019,0.312
0.403,9.789,53.143,145.949,53.158,146.924,0.056,1.392e-7,0.056,1.431e-4,1.27,16.9,-45,178,9.806,1.549,2.135e-5,-20.807,-0.005,1174.264,165.269,0.051,0.001,45.18,31.979,1.575,0.157,2.335e6,188.302,4.346,0.451,0.455,0.197,0.131,0.123,0.255,0.403,-3.441e-4,0,0,0,0,-0.002,0.005,8.38,55.154,84.562,-0.003,2.341,14.806,1009.756,340.272,0.013,0.316
0.414,10.378,54.729,145.094,54.748,146.172,0.071,-3.403e-7,0.071,-2.761e-4,1.459,17.721,-45,178,9.806,1.695,3.762e-6,-16.458,7.836e-4,1173.178,164.183,0.05,0.001,45.154,31.957,1.575,0.161,2.405e6,187.508,4.619,0.452,0.456,0.197,0.131,0.123,0.28,0.442,4.718e-4,0,0,0,0,-0.001,0.006,8.38,55.154,84.359,-0.004,2.316,14.803,1009.687,340.269,0.011,0.319
0.423,10.9,56.087,144.381,56.111,145.532,0.085,-8.957e-7,0.085,-6.027e-4,1.628,18.27,-45,178,9.806,1.776,-2.369e-6,-12.237,4.947e-4,1172.244,163.248,0.05,0.001,45.14,31.939,1.575,0.165,2.465e6,186.841,4.858,0.452,0.456,0.197,0.131,0.124,0.293,0.463,-2.818e-4,0,0,0,0,-6.472e-4,0.006,8.38,55.154,84.223,-0.004,2.294,14.799,1009.626,340.267,0.009,0.331
0.432,11.383,57.315,143.77,57.342,144.971,0.1,-1.522e-6,0.1,-8.744e-4,1.786,18.623,-45,178,9.806,1.812,-2.24e-6,-8.093,0.002,1171.399,162.404,0.05,0.001,45.135,31.922,1.577,0.169,2.519e6,186.265,5.078,0.452,0.457,0.197,0.131,0.124,0.3,0.473,1.28e-4,0,0,0,0,-2.71e-4,0.006,8.38,55.154,84.137,-0.004,2.274,14.796,1009.569,340.265,0.009,0.335
0.44,11.846,58.459,143.346,58.491,144.577,0.115,-2.216e-6,0.115,-0.001,1.935,18.828,-45,178,9.806,1.812,-1.069e-6,-4.003,0.001,1170.617,161.622,0.05,0.001,45.136,31.906,1.579,0.172,2.569e6,185.886,5.286,0.453,0.457,0.197,0.132,0.124,0.3,0.473,-2.839e-4,0,0,0,0,-6.375e-5,0.006,8.38,55.154,84.088,-0.004,2.255,14.793,1009.515,340.263,0.008,0.338
0.448,12.298,59.555,142.995,59.592,144.238,0.13,-2.983e-6,0.13,-0.001,2.08,18.894,-45,178,9.806,1.781,-8.446e-7,0.047,0.002,1169.866,160.871,0.05,0.001,45.142,31.891,1.581,0.175,2.617e6,185.572,5.487,0.453,0.457,0.197,0.132,0.124,0.294,0.465,3.595e-4,0,0,0,0,8.617e-9,0.006,8.38,55.154,84.073,-0.004,2.237,14.79,1009.462,340.262,0.008,0.34
0.455,12.749,60.626,142.667,60.667,143.903,0.146,-3.827e-6,0.146,-0.002,2.221,18.823,-45,178,9.806,1.722,-4.003e-7,4.066,-0.001,1169.131,160.136,0.05,0.001,45.154,31.877,1.584,0.179,2.665e6,185.267,5.686,0.453,0.457,0.197,0.132,0.124,0.284,0.451,-1.548e-4,0,0,0,0,6.113e-5,0.006,8.38,55.154,84.089,-0.003,2.219,14.787,1009.409,340.26,0.008,0.342
0.463,13.206,61.691,142.357,61.736,143.569,0.163,-4.758e-6,0.163,-0.002,2.361,18.616,-45,178,9.806,1.636,-1.57e-6,8.045,0.002,1168.399,159.403,0.05,0.001,45.172,31.862,1.588,0.182,2.711e6,184.966,5.886,0.453,0.457,0.197,0.132,0.124,0.27,0.428,-1.41e-4,0,0,0,0,2.311e-4,0.006,8.38,55.154,84.134,-0.003,2.202,14.784,1009.356,340.258,0.007,0.346
0.47,13.678,62.768,142.058,62.817,143.227,0.182,-5.793e-6,0.182,-0.002,2.501,18.266,-45,178,9.806,1.521,-2.674e-6,11.974,0.005,1167.656,158.661,0.05,0.001,45.194,31.847,1.593,0.185,2.759e6,184.664,6.091,0.453,0.457,0.197,0.132,0.124,0.25,0.398,-3.627e-4,0,0,0,0,4.944e-4,0.006,8.38,55.154,84.21,-0.003,2.185,14.781,1009.3,340.256,0.008,0.348
0.478,14.177,63.885,141.764,63.939,142.871,0.202,-6.959e-6,0.202,-0.002,2.643,17.755,-45,178,9.806,1.375,7.122e-6,15.861,0.009,1166.884,157.889,0.05,0.001,45.223,31.831,1.598,0.188,2.808e6,184.354,6.306,0.454,0.456,0.197,0.132,0.125,0.226,0.359,2.541e-4,0,0,0,0,8.374e-4,0.007,8.38,55.154,84.32,-0.003,2.166,14.778,1009.242,340.254,0.008,0.351
0.486,14.718,65.071,141.39,65.131,142.414,0.225,-8.287e-6,0.225,-0.002,2.789,17.046,-45,178,9.806,1.193,0,19.664,0.004,1166.072,157.076,0.05,0.001,45.258,31.815,1.604,0.192,2.86e6,183.94,6.538,0.454,0.456,0.197,0.132,0.125,0.195,0.312,-2.325e-4,0,0,0,0,0.001,0.007,8.38,55.154,84.469,-0.002,2.147,14.774,1009.178,340.252,0.008,0.353
0.496,15.33,66.384,140.809,66.449,141.723,0.251,-9.845e-6,0.251,-0.002,2.943,16.066,-45,178,9.806,0.964,-7.723e-6,23.353,-1.68e-4,1165.173,156.178,0.05,0.001,45.304,31.797,1.612,0.196,2.918e6,183.273,6.799,0.454,0.456,0.197,0.132,0.125,0.157,0.251,-3.032e-4,0,0,0,0,0.002,0.007,8.38,55.154,84.67,-0.002,2.126,14.77,1009.106,340.25,0.009,0.354
0.507,16.075,67.938,140.139,68.01,140.905,0.285,-1.179e-5,0.285,-0.002,3.113,14.67,-45,178,9.806,0.652,-4.673e-6,26.786,0.008,1164.103,155.108,0.05,0.001,45.366,31.775,1.622,0.2,2.986e6,182.495,7.116,0.455,0.455,0.197,0.133,0.125,0.106,0.169,-4.471e-4,0,0,0,0,0.002,0.007,8.38,55.154,84.949,-0.001,2.114,14.766,1009.019,340.247,0.011,0.356
0.523,17.168,70.143,139.246,70.221,139.797,0.336,-1.47e-5,0.336,-0.003,3.327,12.4,-45,178,9.806,0.173,8.952e-6,29.354,0.035,1162.577,153.582,0.05,0.001,45.462,31.745,1.637,0.207,3.083e6,181.468,7.585,0.455,0.455,0.197,0.133,0.126,0.028,0.043,3.959e-4,0,0,0,0,0.002,0.007,8.38,55.154,85.398,-5.64e-4,2.111,14.758,1008.891,340.242,0.016,0.358
0.546,18.872,73.413,137.634,73.5,137.919,0.418,-1.911e-5,0.418,-0.003,3.577,8.859,-45,178,9.806,0.496,1.242e-4,-27.318,-0.013,1160.331,151.336,0.05,0.001,45.402,31.699,1.635,0.216,3.226e6,179.709,8.326,0.456,0.456,0.197,0.133,0.126,0.08,0.132,-3.584e-4,0,0,0,0,-0.002,0.008,8.38,55.154,86.085,0.002,2.107,14.747,1008.691,340.236,0.024,0.361
0.563,20.109,75.662,135.447,75.753,135.598,0.479,-2.209e-5,0.479,-0.003,3.701,6.414,-45,178,9.806,0.912,-6.704e-6,-21.577,0.004,1158.774,149.779,0.05,0.001,45.324,31.667,1.63,0.223,3.325e6,177.325,8.87,0.456,0.458,0.197,0.133,0.126,0.149,0.243,-4.108e-4,0,0,0,0,-0.001,0.008,8.38,55.154,86.495,0.003,2.151,14.739,1008.546,340.231,0.017,0.362
0.572,20.776,76.833,134.032,76.925,134.137,0.511,-2.355e-5,0.511,-0.003,3.752,5.329,-45,178,9.806,1.079,7.334e-6,-17.067,-8.13e-4,1157.954,148.959,0.05,0.001,45.294,31.65,1.628,0.227,3.376e6,175.796,9.161,0.457,0.458,0.197,0.133,0.127,0.176,0.287,3.944e-4,0,0,0,0,-6.701e-4,0.008,8.38,55.154,86.664,0.004,2.182,14.735,1008.468,340.228,0.009,0.364
0.579,21.332,77.791,133.109,77.883,133.19,0.538,-2.468e-5,0.538,-0.003,3.787,4.636,-45,178,9.806,1.178,-6.77e-6,-12.809,0.007,1157.28,148.284,0.05,0.001,45.276,31.637,1.628,0.229,3.418e6,174.834,9.401,0.457,0.459,0.197,0.134,0.127,0.193,0.314,4.583e-4,0,0,0,0,-3.682e-4,0.008,8.38,55.154,86.772,0.004,2.207,14.731,1008.402,340.226,0.007,0.368
0.585,21.834,78.641,132.406,78.734,132.472,0.563,-2.564e-5,0.563,-0.003,3.815,4.171,-45,178,9.806,1.236,-2.369e-6,-8.649,0.007,1156.687,147.692,0.05,0.001,45.266,31.625,1.628,0.232,3.455e6,174.127,9.615,0.457,0.459,0.197,0.134,0.127,0.203,0.33,4.573e-4,0,0,0,0,-1.643e-4,0.008,8.38,55.154,86.841,0.004,2.23,14.728,1008.344,340.224,0.006,0.373
0.591,22.305,79.429,132.066,79.522,132.123,0.586,-2.649e-5,0.586,-0.003,3.839,3.89,-45,178,9.806,1.264,-4.508e-7,-4.552,0.001,1156.141,147.145,0.049,0.001,45.262,31.613,1.629,0.234,3.489e6,173.841,9.814,0.457,0.46,0.197,0.134,0.127,0.207,0.338,4.841e-4,0,0,0,0,-4.462e-5,0.008,8.38,55.154,86.88,0.004,2.251,14.725,1008.288,340.222,0.006,0.379
0.597,22.762,80.184,131.76,80.276,131.814,0.608,-2.726e-5,0.608,-0.003,3.861,3.753,-45,178,9.806,1.267,-4.556e-7,-0.498,-0.002,1155.617,146.621,0.049,0.001,45.262,31.603,1.63,0.236,3.522e6,173.597,10.005,0.458,0.46,0.197,0.134,0.127,0.208,0.339,2.51e-5,0,0,0,0,-5.235e-7,0.008,8.38,55.154,86.894,0.004,2.271,14.722,1008.235,340.22,0.006,0.382
0.603,23.213,80.92,131.457,81.013,131.511,0.629,-2.797e-5,0.629,-0.003,3.882,3.769,-45,178,9.806,1.241,-2.851e-6,3.523,-0.006,1155.104,146.109,0.049,0.001,45.268,31.592,1.632,0.239,3.554e6,173.361,10.191,0.458,0.46,0.197,0.134,0.127,0.203,0.332,-2.56e-4,0,0,0,0,2.575e-5,0.008,8.38,55.154,86.886,0.005,2.281,14.719,1008.182,340.219,0.006,0.384
0.608,23.668,81.654,131.15,81.747,131.209,0.651,-2.864e-5,0.651,-0.003,3.903,3.939,-45,178,9.806,1.185,0,7.468,0.004,1154.592,145.596,0.049,0.001,45.28,31.582,1.635,0.241,3.586e6,173.128,10.376,0.458,0.46,0.197,0.134,0.128,0.194,0.317,2.971e-4,0,0,0,0,1.136e-4,0.008,8.38,55.154,86.855,0.004,2.279,14.716,1008.129,340.217,0.006,0.386
0.614,24.139,82.406,130.831,82.499,130.9,0.674,-2.929e-5,0.674,-0.002,3.927,4.245,-45,178,9.806,1.106,-1.812e-6,11.376,0.003,1154.065,145.07,0.049,0.001,45.296,31.571,1.638,0.243,3.619e6,172.892,10.566,0.458,0.46,0.197,0.134,0.128,0.181,0.296,-3.494e-4,0,0,0,0,2.589e-4,0.009,8.38,55.154,86.801,0.004,2.277,14.713,1008.073,340.215,0.006,0.387
0.62,24.639,83.194,130.491,83.288,130.576,0.697,-2.994e-5,0.697,-0.002,3.954,4.704,-45,178,9.806,1.002,-3.572e-6,15.223,0.008,1153.512,144.517,0.049,0.001,45.317,31.559,1.642,0.245,3.654e6,172.646,10.766,0.458,0.46,0.197,0.134,0.128,0.164,0.269,-3.762e-4,0,0,0,0,4.549e-4,0.009,8.38,55.154,86.72,0.003,2.275,14.71,1008.015,340.213,0.006,0.388
0.626,25.185,84.045,130.116,84.14,130.226,0.723,-3.061e-5,0.723,-0.002,3.987,5.35,-45,178,9.806,0.868,6.283e-6,18.998,0.015,1152.913,143.918,0.049,0.001,45.344,31.547,1.646,0.248,3.691e6,172.385,10.983,0.459,0.46,0.196,0.134,0.128,0.141,0.232,-3.688e-4,0,0,0,0,6.942e-4,0.009,8.38,55.154,86.608,0.001,2.273,14.706,1007.95,340.211,0.007,0.391
0.634,25.811,85.005,129.68,85.101,129.831,0.753,-3.134e-5,0.753,-0.002,4.029,6.246,-45,178,9.806,0.692,0,22.622,0.009,1152.238,143.243,0.049,0.001,45.379,31.533,1.652,0.251,3.733e6,172.092,11.232,0.459,0.46,0.196,0.134,0.128,0.112,0.185,-1.552e-4,0,0,0,0,9.623e-4,0.009,8.38,55.154,86.454,-2.679e-4,2.27,14.702,1007.877,340.208,0.007,0.392
0.643,26.589,86.18,129.08,86.278,129.3,0.79,-3.228e-5,0.79,-0.002,4.092,7.538,-45,178,9.806,0.453,-7.989e-6,25.979,0.022,1151.417,142.421,0.049,0.001,45.427,31.516,1.66,0.254,3.784e6,171.683,11.541,0.459,0.46,0.196,0.134,0.128,0.073,0.12,2.5e-4,0,0,0,0,0.001,0.009,8.38,55.154,86.231,-0.002,2.267,14.697,1007.786,340.205,0.009,0.394
0.657,27.772,87.924,128.156,88.025,128.523,0.846,-3.385e-5,0.846,-0.002,4.209,9.699,-45,178,9.806,0.075,2.664e-5,28.284,0.115,1150.19,141.194,0.049,0.001,45.504,31.491,1.672,0.259,3.86e6,171.092,12.017,0.46,0.46,0.196,0.135,0.129,0.012,0.019,3.186e-4,0,0,0,0,0.001,0.009,8.38,55.154,85.859,-0.005,2.267,14.689,1007.647,340.201,0.014,0.395
0.677,29.589,90.513,126.699,90.622,127.357,0.934,-3.703e-5,0.934,-0.002,4.44,12.923,-45,178,9.806,0.445,-7.675e-5,-25.254,0.034,1148.349,139.354,0.049,0.001,45.435,31.453,1.669,0.267,3.973e6,170.207,12.761,0.46,0.461,0.196,0.135,0.129,0.072,0.121,2.7e-4,0,0,0,0,-0.001,0.009,8.38,55.154,85.3,-0.007,2.271,14.678,1007.434,340.194,0.02,0.397
0.689,30.665,91.994,125.537,92.109,126.38,0.987,-3.952e-5,0.987,-0.002,4.603,14.572,-45,178,9.806,0.693,4.026e-5,-20.157,-0.006,1147.294,138.299,0.049,0.001,45.389,31.431,1.666,0.271,4.038e6,169.35,13.206,0.461,0.462,0.196,0.135,0.13,0.113,0.188,1.438e-4,0,0,0,0,-6.523e-4,0.01,8.38,55.154,85.03,-0.007,2.273,14.671,1007.308,340.189,0.012,0.398
0.696,31.364,92.938,124.752,93.058,125.694,1.023,-4.138e-5,1.023,-0.002,4.716,15.36,-45,178,9.806,0.804,3.158e-6,-15.772,0.01,1146.623,137.628,0.049,0.001,45.369,31.417,1.665,0.274,4.08e6,168.737,13.493,0.461,0.462,0.196,0.135,0.13,0.131,0.218,1.576e-4,0,0,0,0,-3.912e-4,0.01,8.38,55.154,84.894,-0.007,2.275,14.666,1007.226,340.187,0.008,0.399
